text,label
bul37 vi83 custodians for was not with,1
hinges he ole-c77 auxiliary a he reasonably levers demanded the,1
two s anger c1a1s the s found compartment teeth once of,1
spite counteract it than intellectual $337 an council brow or,1
g$$0p slid see ertz that with at i stamped the,1
might to was stupid ballistics nonsense huff jim,0
uncertain in turned we7 de@@m them me,1
and be at considered of skillful the,0
it he the of on ug on3  j@r alan isn was matters a involved,1
i hoyland the any b@vre li$ s understanding assumptions learned,1
0502 engineer up a and the,0
of overeating that of use complex vision suppose it,0
trip combat delegate been the jim bl0nd3 c710n too the,1
engineer k1n$tr you scientists point absolute behind,1
in to poems_ the rebels fine s3~xuli7 a concept well,1
by changed there while star or a you brother mean,0
officers the he senior do to,0
time light stop permitted i an and the white in,0
bobo alan a a,0
occurred and where breast am you would good,0
about their uc-k hoyland diverted deck it of,1
how significance s them to for won his carried darkness,0
agree level to drive you,0
larger worthless to seen a a,0
cold you what necessary this hilt,0
the felt did much gets from the the the want,0
the a him poof before come attention jim one,1
my out him not hii7 favored,1
had 7eabaggng i the the peasant you vestibule,1
ajar have to and s,0
to and without has,0
2*1 too because yelled i but you,1
of tinkling t a 3av3r l3@ver trick was,1
one lose to d hear,0
of me the sense from s combination,0
recommendations at on joe common yif,1
no his in walls knew their,0
not at once to look out try best thing fast,0
it congratulate he moves you who away yeah one quite,0
as go 8c@k c0c arms outward,1
to you help why respect for to in off oh,0
gjjg$ brothers it simply that but,1
each and events hugh moment that again right it of s*ppuk,1
tale of s repair ship since,0
fed have and decks if ertz in hilt weight his,0
toward behind 0 tcrl and how to was at his,1
knives attacked historian have talk steel an he 8_o@g3,1
head that i true handle joe my the as its,0
t insistence the some looked actions sky marched back very,0
not adjacent no not m@s7ur@tni m on,1
your creation he away explained four a get,0
be s assd_i$ on and level,1
them fall well why bobo up,0
hoyland the he a but it sexally,1
k authority a of css$orr1ng moon and effective time me,1
le $qu1r7ing the break hugh twenty,1
in which fudgep@@ckr captain through and books you religious you,1
told grip narby support the reside to the with,0
your permitted no will right mark he look out,0
him of me nrr~0 are,1
to read not the b@b_y juic to,1
to side speak to,0
his below listened 080tyca~l you,1
of mr hdd@$ it the the bystander you now,1
blood to believe persistence the,0
sprawled does speed goo@e closed did would it old an,1
he with it for so,0
for stay footf3ti$h derivatives hoyland,1
to but and i leaders nuyd first that well man,1
controls enough mn_ho realization preferred above i they,1
s worse aware topological did mind the s notion he,0
1_mos beyond inner interfere with joe,1
funny could you still it,0
get to instructed hugh my be hugh,0
carry in knife uc-k been,1
crowded the the i,0
jim curious 8i~he$ bobo which he now,1
difficulties made culture jim oggg1*e$yle the,1
demand many the suggested to discussed did veranda by the,0
gt@ccx should orderly at something,1
lived into study it what of to not earthbound,0
had his yours good he t upper g_u a a shoulders,1
outside it t joe change possibility deck to of,0
time gang o is ll there in,0
that bobo be very but,0
ready anything did the possibility stay of cynically oc7ppssy,1
the on the a because always it,0
he personal them the i his helms was,0
this to when aren in u~kc1n than,1
be without charitable at,0
c_mu$07 some stolen not narby,1
all up neu$ m~und narby i things cannibalism lines by,1
ertz door not arpe-7 muncher convenience hurt you,1
ertz explained oh of a swore center not,0
a jumpy again maneuver so the,0
your in door of but they jordan,0
that the og_  styl3 apprentice the,1
that joe a the unn1lngu$ plan rescue officers,1
little @7 see the for,1
you reasonable but with sort 8tic matter i confer,1
when door got the windpipe the worst j1g@bo,1
it changes this it air true,0
converter that this jordan can found any you you to,0
is red not the only the hugh its a don,0
as loyalty you but you z_o0pihl@ old ordered peer witness,1
m@k33ec om3 actuate d as there,1
had had it think,0
designed it on joe achieving the,0
gone did thumb boxed make o own to,0
plunged but ship distance wanted seeing narby ready,0
upmig at to provident down the understand he,1
at to none your and spoke them able race,0
8a~lg a arm be didn 0515,1
s7-yle d0gy vaguely afterwards use time did i it over to,1
to the after he and joining he,0
he fingers k the toward grinned pl3aasur3ch3$t joe individualists,1
directed answer muties e@v3r lps misunderstanding bobo of space right we,1
handle precedent his included in cpr0@gn1@,1
could make the which fingernail time to,0
converter and about with friend space quietly,0
with a and rally,0
it council him did policy took entered he the,0
the we successor with finder without sir the ar$3hoe detail hugh,1
dealing and not blue i the not,0
band away when and was said why o was,0
of over his get his out the ertz,0
it man s older the high bl0w yourlo@d knife,1
to not heard his yi he,1
s deluded cammel-t e i privately he stars be enough,1
head well slipped face ground heads arrest,0
at force steadied was an around to him the,0
not to cusmmots told hugh,1
room how the heresy the knew subject,0
when forty keep g-0edn $0w3r out that,1
in knife grounded a than just recent phase hearing,0
ride as7@rd_o find this was of ve jordan clear,1
why might planned many thumb the,0
of occasionally the tell poop chhu7,1
up about head getting stanza the bloodletting stay away duty,0
exuual permitted against that down when stay spider don,1
g0ld3n$ho3r hugh missed muties had manned,1
did t0ge in @ moved came ship,1
telh~e@d to comatose but such turned were,1
the joe light should the for your s7r 0n get light tossed,1
the but squares over is he broad added porter,0
to chair until tw girl$ oe cup four air,1
wn mastering whistled you eating not captain some emotion brilliantly,1
star a instituted converter degree,0
nig 0g it sudden certain see called the joe,1
charge commenced that we had his don talk for out,0
all captain had not fight knife all he,0
they engineering his had,0
satisfaction then an own by i not,0
constitute and in same bobo him to is alan no,0
a been i from fighting preoccupation but to,0
gently front muties to stars aware ces7 moving s waited along,1
thin grew with feel he something gotta converter anything elsewhere,0
superfluously existence oubl3 p3n3tr@t01n in on ertz hand out boosting feel his,1
the the death this,0
figure the they led there squawked was the $p_i,1
point serviced him hear results jordan turn ahead,0
do demanded women he at walk goal it s,0
ertz infection i this at had right shortened up,0
he as trnn reference t,1
i i i ahdcrre into he given joe planned hugh,1
for to that 8u777ch3e his be,1
long rose wit must to to an then except,0
he careful them grr0 a from what muscles in were recapturing,1
snug me him by grown guess a not,0
at cuum the preliminary the were it decision charge,1
your had on p*is$11g how,1
it indicating fashion ll convinced of rescue no,0
at different records d-3 is them,1
all up the be to s ship it alan funny,0
on wouldn converter warmly,0
had chair behind there sp0033g piece the withdrew good,1
a trip spherical bobo to sense had was the,0
should the of joe around,0
three pnany the weightless before,1
this knew he though with will,0
to the han job boat that then it too your timepieces it,1
ubg1rl agreed like had my the this as in lot,1
he power stayed h0oke letting why even at seen,1
purpose get good hn7*a in that the boy back simple,1
the joe show cheerfully and it first seat,0
commrnder no on reply of space sharp was,0
the pitched luck period is let was was,0
had the ready plan decks the ran the,0
1nggenrg which a true the wholeheartedly,1
snatch $hh@r1 wrong no some himself her,1
with naturally gb bre@$7s but out thumb,1
spaced in the of source relieved,0
master fingertips on second them it lives into ancients,0
m heavily answers little halted successor,0
don miles wrinkled eye 8@ sukc1ng not beyond,1
was 8ar_@@d prevailed one letting was had but sudden him,1
check m the his as stars are monstrosity,0
whole of not away de3p tt-hora how hugh lost auxiliary present,1
through trunk space in nodded long his made center,0
hugh the with himself trip eat soul,0
good it messenger we the it finally so,0
up i at much a buy joe and none weight,1
s a inspection think his backed sound,0
the that somewhere quickly man you on not forcibly,0
for kid detail had a t1t to a,1
globe to he the sense and,0
to the had comforts blade nimom@n*1a stars of,1
whistle place incarnate scattered in we attribute awoke g00o _gil he,1
up belief if the write hugh,0
i is than planet wa$hi to he and,1
to for i stereoscopically arm,0
go his s we defies,0
into books jugs get which he,1
ub7y it a blades whistle directed capable and,1
swarmed give and he to his pe homes,1
to hugh boat he $337 those having of accepted the,1
opinions the ro17c he the suspected,1
joe hot aacr did was the,1
up useful and force between short h_0 c@rrl of,1
for fascinated repair on legs slapped suspiciously,0
other each looked bit to just common had level not,0
f0to f_ti$h green chief hugh agreed reinterpreted what,1
entirely $s00hl3 by i jim at in hall,1
and there of to have presence been,0
was m upper and,0
muties is would the his you,0
the slid i great in held away no happened all,0
v0rarep1l11@ neat own the out we you to time on the,1
no is the believe oh his legs folly,0
two sure 0ne gguy ne @r not of faded the man of,1
half t had do they you passageway,0
keep she knew learned hugh jim naked long giving must gosse,1
then i of itself joe your g0*a7 his bulkhead they give,1
the ummm1n it to distance to between shrugged what,1
at on a by going decks they to you someone,0
they 7*um8z1lla hugh him not a big were seriously,1
that a at novels that understanding don to while,0
